NeU Anaritics: NX (C) NeU Corporation. 2020. All rights reserved
Data format version 1.0
Bluetooth Address,C0:84:40:37:5D:42
""
Device time,Headset time(sec),HbT change(left subtracted),HbT change(right subtracted),Estimated pulse rate,HbT change(left SD1cm),HbT change(left SD3cm),HbT change(right SD1cm),HbT change(right SD3cm),saturation(left SD1cm),saturation(left SD3cm),saturation(right SD1cm),saturation(right SD3cm),noise detection flag,Mark,Accerelo-X,Accerelo-Y,Accerelo-Z,Gyro-X,Gyro-Y,Gyro-Z,Button
2020-05-10 22:01:50 +0900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,282:FRAME_rest.png,0.0,0.0,0.0,0.976562,0.305176,4.3335,
2020-05-10 22:01:50 +0900,0.1,-0.003790000000000404,0.007440000000000779,0.0,0.0,-0.003790000000000404,0.00585999999999931,0.01330000000000009,0,0,0,0,0,282:FRAME_rest.png,0.0,0.0,0.0,1.46484,0.976562,5.92041,
2020-05-10 22:01:50 +0900,0.2,0.021989999999998844,0.033660000000000245,0.0,0.03515000000000068,0.057139999999999525,0.07372999999999941,0.10738999999999965,0,0,0,0,0,282:FRAME_rest.png,0.0,0.0,0.0,1.34277,1.0376,6.65283,
2020-05-10 22:01:50 +0900,0.30000000000000004,0.022619999999999862,0.023629999999999818,0.0,0.0498700000000003,0.07249000000000017,0.026419999999999888,0.050049999999999706,0,0,0,0,0,282:FRAME_rest.png,0.0,0.0,0.0,2.56348,3.17383,5.12695,
2020-05-10 22:01:50 +0900,0.4,0.02055999999999969,0.0026100000000006673,0.0,0.055769999999999875,0.07632999999999956,0.9409699999999992,0.9435799999999999,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,2.56348,3.17383,5.12695,
2020-05-10 22:01:51 +0900,0.5,0.01760999999999946,-0.004319999999998991,0.0,0.058720000000000105,0.07632999999999956,0.16970999999999936,0.16539000000000037,0,0,0,0,0,282:FRAME_rest.png,0.0,0.0,0.0,2.92969,2.74658,2.80762,
2020-05-10 22:01:51 +0900,0.6000000000000001,0.0072699999999992215,-0.029629999999999157,0.0,0.0498700000000003,0.057139999999999525,5.927059999999999,5.89743,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,0.854492,0.915527,1.83105,
2020-05-10 22:01:51 +0900,0.7000000000000001,0.006389999999999674,-0.6293299999999995,0.0,0.04692000000000007,0.053309999999999746,-4.37344,-5.00277,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,-0.427246,0.427246,0.366211,
2020-05-10 22:01:51 +0900,0.8,0.02271999999999963,-8.676529999999993,0.0,0.08835000000000015,0.11106999999999978,37.21536,28.538830000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,-1.64795,-1.15967,-3.17383,
2020-05-10 22:01:51 +0900,0.9,0.026080000000000325,-8.676529999999993,0.0,0.11216999999999988,0.1382500000000002,37.21536,28.538830000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,-2.0752,-0.427246,-2.99072,
2020-05-10 22:01:51 +0900,1.0,0.02192999999999934,-7.560729999999992,0.0,0.12412000000000045,0.1460499999999998,37.21536,29.654630000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,-0.793457,-1.52588,-0.0610352,
2020-05-10 22:01:51 +0900,1.1,0.02073999999999998,-7.560729999999992,0.0,0.13311000000000028,0.15385000000000026,37.21536,29.654630000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,-0.915527,-0.488281,4.39453,
2020-05-10 22:01:51 +0900,1.2000000000000002,0.022829999999999018,-7.560729999999992,0.0,0.12712000000000057,0.14994999999999958,37.21536,29.654630000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,-0.488281,0.732422,6.83594,
2020-05-10 22:01:51 +0900,1.3,0.022829999999999018,-7.560729999999992,0.0,0.12712000000000057,0.14994999999999958,37.21536,29.654630000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,0.183105,1.46484,8.42285,
2020-05-10 22:01:51 +0900,1.4000000000000001,0.06243999999999961,-6.122329999999998,0.0,0.16619000000000028,0.2286299999999999,37.21536,31.09303,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,1.58691,1.34277,3.96729,
2020-05-10 22:01:51 +0900,1.5,0.0839799999999995,-6.122329999999998,0.0,0.19646000000000008,0.2804399999999996,37.21536,31.09303,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,1.58691,-0.610352,-1.2207,
2020-05-10 22:01:52 +0900,1.6,0.0859299999999994,-7.560729999999992,0.0,0.20253000000000032,0.2884599999999997,37.21536,29.654630000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,1.95312,-0.366211,-4.08936,
2020-05-10 22:01:52 +0900,1.7000000000000002,0.07294999999999963,-7.560729999999992,0.0,0.19948999999999995,0.27243999999999957,37.21536,29.654630000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,4.02832,-0.976562,-1.40381,
2020-05-10 22:01:52 +0900,1.8,0.06512000000000029,-7.560729999999992,0.0,0.18735999999999997,0.25248000000000026,37.21536,29.654630000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,3.72314,-2.56348,1.58691,
2020-05-10 22:01:52 +0900,1.9000000000000001,0.047539999999999694,-8.676529999999993,0.0,0.16921000000000053,0.21675000000000022,37.21536,28.538830000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,3.78418,-4.45557,4.57764,
2020-05-10 22:01:52 +0900,2.0,0.05696999999999974,-8.676529999999993,0.0,0.19948999999999995,0.2564599999999997,37.21536,28.538830000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,5.18799,-7.44629,8.42285,
2020-05-10 22:01:52 +0900,2.1,0.07263999999999893,-7.560729999999992,0.0,0.22385000000000055,0.2964899999999995,37.21536,29.654630000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,-0.549316,-6.22559,14.4653,
2020-05-10 22:01:52 +0900,2.2,0.07666999999999913,-8.676529999999993,0.0,0.22385000000000055,0.3005199999999997,37.21536,28.538830000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,10.0098,6.40869,12.5122,
2020-05-10 22:01:52 +0900,2.3000000000000003,0.0837399999999997,-7.560729999999992,0.0,0.22080000000000055,0.30454000000000025,37.21536,29.654630000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,10.6201,9.0332,0.12207,
2020-05-10 22:01:52 +0900,2.4000000000000004,0.08385999999999871,-6.122329999999998,0.0,0.2086200000000007,0.2924799999999994,37.21536,31.09303,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,12.7563,3.84521,-2.01416,
2020-05-10 22:01:53 +0900,2.5,0.0839799999999995,-6.122329999999998,0.0,0.19646000000000008,0.2804399999999996,37.21536,31.09303,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,5.31006,3.66211,-4.21143,
2020-05-10 22:01:53 +0900,2.6,0.12110999999999894,-6.122329999999998,0.0,0.22385000000000055,0.3449599999999995,37.21536,31.09303,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,-12.4512,0.244141,-19.4092,
2020-05-10 22:01:53 +0900,2.7,0.14862999999999893,-6.122329999999998,0.0,0.24527000000000054,0.3938999999999995,37.21536,31.09303,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,-19.3481,-6.53076,-17.2119,
2020-05-10 22:01:53 +0900,2.8000000000000003,0.13941999999999943,-7.560729999999992,0.0,0.24220000000000041,0.38161999999999985,37.21536,29.654630000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,-14.5264,-3.05176,-11.0474,
2020-05-10 22:01:53 +0900,2.9000000000000004,0.1251699999999989,-7.560729999999992,0.0,0.22385000000000055,0.34901999999999944,37.21536,29.654630000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,-7.08008,-3.2959,-2.19727,
2020-05-10 22:01:53 +0900,3.0,0.09199999999999964,-7.560729999999992,0.0,0.19646000000000008,0.2884599999999997,37.21536,29.654630000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,-4.94385,-1.64795,-1.09863,
2020-05-10 22:01:53 +0900,3.1,0.048479999999999634,-7.560729999999992,0.0,0.17222999999999988,0.22070999999999952,37.21536,29.654630000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,-2.74658,0.976562,3.72314,
2020-05-10 22:01:53 +0900,3.2,0.052029999999999355,-7.560729999999992,0.0,0.19646000000000008,0.24848999999999943,37.21536,29.654630000000004,0,0,0,0,1,282:FRAME_rest.png,0.0,0.0,0.0,0.488281,-1.0376,12.085,
